Region,2006,2009;;
Adygey,97,100;;
Altay,8,8;;
Amur,100,86;;
Arkhangel'sk,682,637;;
Astrakhan',938,853;;
Bashkortostan,799,719;;
Belgorod,290,234;;
Bryansk,126,110;;
Buryat,364,416;;
Chechnya,350,390;;
Chelyabinsk,788,684;;
Chukot,26,26;;
Chuvash,126,107;;
Dagestan,3370,2912;;
Gorno-Altay,455,461;;
Ingush,90,105;;
Irkutsk,1025,883;;
Ivanovo,212,171;;
Kabardin-Balkar,460,448;;
Kaliningrad,164,116;;
Kalmyk,380,408;;
Kaluga,141,136;;
Kamchatka,224,185;;
Karachay-Cherkess,50,43;;
Karelia,236,213;;
Kemerovo,2098,2083;;
Khabarovsk,362,370;;
Khakass,127,114;;
Kirov,261,245;;
Komi,568,519;;
Kostroma,1632,1508;;
Krasnodar,3413,3107;;
Krasnoyarsk,2545,2456;;
Kurgan,67,62;;
Kursk,263,244;;
Leningrad,5937,6149;;
Lipetsk,245,177;;
Magadan,72,77;;
Mariy-El,98,92;;
Mordovia,74,70;;
Moscow_City,2518,1794;;
Moskva,1595,1635;;
Murmansk,1732,1610;;
Nizhegorod,1174,1121;;
North_Ossetia,246,234;;
Novgorod,108,105;;
Novosibirsk,750,703;;
Omsk,285,259;;
Orel,12199;;
Orenburg,1826,1625;;
Penza,280,258;;
Perm',2699,2557;;
Primor'ye,495,641;;
Pskov,338,317;;
Rostov,2393,2226;;
Ryazan',210,188;;
Sakha,130,151;;
Sakhalin,306,256;;
Samara,1001,944;;
Saratov,617,555;;
Smolensk,198,178;;
St_Petersburg,1167,1113;;
Stavropol',2790,2675;;
Sverdlovsk,1180,1068;;
Tambov,160,108;;
Tatarstan,703,638;;
Tomsk,625,526;;
Tula,365,285;;
Tuva,46,42;;
Tver',1525,1304;;
Tyumen',1929,1749;;
Udmurt,292,272;;
Ul'yanovsk,175,154;;
Vladimir,182,165;;
Vladimir,804,788;;
Vologda,710,583;;
Voronezh,535,457;;
Yamal-Nenets,168,122;;
Yaroslavl',305,279;;
Yevrey,20,25;;
Zabaykal'ye,358,264;;
